#Classification	SRR061192.report.rspm.kraken	SRR061294.report.rspm.kraken	SRR061320.report.rspm.kraken	SRR061365.report.rspm.kraken	SRR061562.report.rspm.kraken	SRR062083.report.rspm.kraken	SRR062298.report.rspm.kraken	SRR062299.report.rspm.kraken	SRR063517.report.rspm.kraken	SRR1804664.report.rspm.kraken	SRR1804823.report.rspm.kraken	SRR512767.report.rspm.kraken	SRR513165.report.rspm.kraken	SRR513768.report.rspm.kraken	SRR513775.report.rspm.kraken	SRR513828.report.rspm.kraken	SRR514202.report.rspm.kraken	SRR514239.report.rspm.kraken	SRR514306.report.rspm.kraken	SRR514329.report.rspm.kraken
k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cyclobacteriaceae|g__Algoriphagus|s__Algoriphagus_ratkowskyi	2	1	0	0	0	0	5	2	0	0	1	0	0	0	1	24	0	1	0	0
k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cyclobacteriaceae|g__Algoriphagus|s__Algoriphagus_zhangzhouensis	3	8	0	0	7	0	1	0	1	1	9	0	10	1	8	0	0	0	0	9
k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cyclobacteriaceae|g__Algoriphagus|s__Algoriphagus_sp._M8-2	1	0	1	1	10	0	0	0	1	2	0	0	0	1	10	0	6	1	41	4
k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cyclobacteriaceae|g__Algoriphagus|s__Algoriphagus_sp._N3	1	0	0	0	4	11	0	1	3	0	6	1	1	1	0	1	0	0	1	2
k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cyclobacteriaceae|g__Algoriphagus|s__Algoriphagus_sp._F21	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cyclobacteriaceae|g__Algoriphagus|s__Algoriphagus_halophilus	3	0	16	22	19	3	6	1	0	2	0	2	30	0	0	330	0	1	2	5
k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cyclobacteriaceae|g__Algoriphagus|s__Algoriphagus_machipongonensis	6	1	4	0	1	0	3	0	1	3	1	0	2	2	6	0	1	0	0	1
k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cyclobacteriaceae|g__Algoriphagus|s__Algoriphagus_vanfongensis	10	0	4	0	5	0	0	1	0	12	0	0	1	0	0	3	0	15	3	3
k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cyclobacteriaceae|g__Algoriphagus|s__Algoriphagus_antarcticus	10	0	1	2	1	2	0	0	6	2	1	0	0	0	7	1	0	0	6	0
k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cyclobacteriaceae|g__Algoriphagus|s__Algoriphagus_hitonicola	13	0	0	0	0	0	2	0	1	1	0	0	1	2	2	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cyclobacteriaceae|g__Algoriphagus|s__Algoriphagus_aquaeductus	17	0	6	0	0	17	0	0	13	0	6	5	5	0	7	0	5	4	0	0
k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cyclobacteriaceae|g__Algoriphagus|s__Algoriphagus_aquimarinus	48	2	21	41	26	7	4	5	2	10	10	13	10	0	12	12	8	6	6	18
k__Bacteria|p__Bacteroidetes|s__Candidatus_[Bacteroides]_periocalifornicus	9	11469	0	0	1	16	15758	22	0	0	0	0	11	0	30831	4	0	1	2	60
k__Bacteria|p__Bacteroidetes|s__Cytophagales_bacterium_B6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
k__Bacteria|p__Bacteroidetes|s__Bacteroidetes_bacterium_oral_taxon_272	99	2	0	0	18	0	14	9	0	0	0	0	390	21	33	3	27	4	9	10
k__Bacteria|p__Bacteroidetes|s__Bacteroidetes_oral_taxon_274	17290	75	343826	61	8462	2301	68963	1571	1	84	106	87	144792	128333	150786	2031	572	86708	129457	875
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	640041	715665	303143	35979	1727110	138389	1564123	819755	190446	183174	63993	93733	965653	760423	1450212	1090611	208724	1001886	2057810	648328
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Marinilabiliales	101	42	179	74	163	84	119	19	38	96	40	144	101	75	89	345	38	119	273	77
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Marinilabiliales|f__Salinivirgaceae	0	0	1	0	0	0	0	0	0	3	0	0	2	2	5	0	5	0	0	1
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Marinilabiliales|f__Salinivirgaceae|g__Salinivirga	0	0	1	0	0	0	0	0	0	3	0	0	2	2	5	0	5	0	0	1
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Marinilabiliales|f__Salinivirgaceae|g__Salinivirga|s__Salinivirga_cyanobacteriivorans	0	0	1	0	0	0	0	0	0	3	0	0	2	2	5	0	5	0	0	1
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Marinilabiliales|f__Marinifilaceae	23	5	30	9	31	43	30	1	13	6	15	26	25	4	9	29	7	28	72	15
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Marinilabiliales|f__Marinifilaceae|s__Marinifilaceae_bacterium_T3-2_S1-C	0	0	1	0	5	2	0	0	2	0	0	1	1	0	0	2	0	1	3	1
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Marinilabiliales|f__Marinifilaceae|g__Labilibaculum	0	0	8	1	4	2	7	0	0	0	0	3	2	0	0	0	0	4	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Marinilabiliales|f__Marinifilaceae|g__Labilibaculum|s__Labilibaculum_manganireducens	0	0	0	1	0	2	5	0	0	0	0	0	2	0	0	0	0	2	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Marinilabiliales|f__Marinifilaceae|g__Labilibaculum|s__Labilibaculum_filiforme	0	0	8	0	4	0	2	0	0	0	0	3	0	0	0	0	0	2	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Marinilabiliales|f__Marinifilaceae|s__Marinifilaceae_bacterium_SPP2	6	0	4	2	2	2	8	0	3	0	0	0	1	0	5	2	0	3	5	4
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Marinilabiliales|f__Marinifilaceae|g__Ancylomarina	8	2	3	3	15	10	8	0	8	5	15	9	13	4	2	16	5	11	8	4
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Marinilabiliales|f__Marinifilaceae|g__Ancylomarina|s__Ancylomarina_sp._SHSM-M15	0	0	1	0	1	4	1	0	0	0	2	3	4	1	1	9	2	0	1	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Marinilabiliales|f__Marinifilaceae|g__Ancylomarina|s__Ancylomarina_subtilis	3	0	1	1	1	0	5	0	8	0	6	6	0	0	0	0	0	0	0	3
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Marinilabiliales|f__Marinifilaceae|g__Ancylomarina|s__Ancylomarina_sp._A4	1	0	0	1	8	2	0	0	0	5	4	0	1	0	0	0	0	1	0	1
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Marinilabiliales|f__Marinifilaceae|g__Ancylomarina|s__Ancylomarina_sp._M1P	2	2	1	1	5	4	2	0	0	0	3	0	8	3	1	7	3	2	7	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Marinilabiliales|f__Marinifilaceae|g__Marinifilum	9	3	14	3	5	27	4	1	0	1	0	12	8	0	2	8	0	8	55	5
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Marinilabiliales|f__Marinifilaceae|g__Marinifilum|s__Marinifilum_fragile	0	1	0	1	2	0	0	0	0	0	0	0	2	0	1	0	0	3	54	1
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Marinilabiliales|f__Marinifilaceae|g__Marinifilum|s__Marinifilum_breve	3	2	14	1	3	22	2	1	0	1	0	12	5	0	0	8	0	5	1	4
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Marinilabiliales|f__Marinifilaceae|g__Marinifilum|s__Marinifilum_flexuosum	6	0	0	1	0	5	2	0	0	0	0	0	1	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Marinilabiliales|f__Marinilabiliaceae	28	12	16	16	65	7	57	4	17	44	10	17	36	65	41	82	5	65	148	26
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Marinilabiliales|f__Marinilabiliaceae|g__Alkaliflexus	0	0	0	0	0	0	6	0	0	2	0	1	0	0	0	0	0	0	1	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Marinilabiliales|f__Marinilabiliaceae|g__Alkaliflexus|s__Alkaliflexus_imshenetskii	0	0	0	0	0	0	6	0	0	2	0	1	0	0	0	0	0	0	1	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Marinilabiliales|f__Marinilabiliaceae|g__Natronoflexus	0	0	0	0	1	0	3	0	0	0	0	0	1	40	1	1	0	1	30	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Marinilabiliales|f__Marinilabiliaceae|g__Natronoflexus|s__Natronoflexus_pectinivorans	0	0	0	0	1	0	3	0	0	0	0	0	1	40	1	1	0	1	30	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Marinilabiliales|f__Marinilabiliaceae|g__Anaerophaga	0	0	0	3	2	1	5	0	1	0	1	0	2	1	7	25	1	11	2	5
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Marinilabiliales|f__Marinilabiliaceae|g__Anaerophaga|s__Anaerophaga_thermohalophila	0	0	0	3	2	1	5	0	1	0	1	0	2	1	7	25	1	11	2	5
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Marinilabiliales|f__Marinilabiliaceae|s__Marinilabiliaceae_bacterium_JC017	1	0	0	1	0	0	1	1	5	9	1	0	0	2	0	0	0	0	6	1
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Marinilabiliales|f__Marinilabiliaceae|g__Thermophagus	1	1	0	0	6	0	6	0	5	3	0	1	6	0	4	21	1	2	1	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Marinilabiliales|f__Marinilabiliaceae|g__Thermophagus|s__Thermophagus_xiamenensis	1	1	0	0	6	0	6	0	5	3	0	1	6	0	4	21	1	2	1	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Marinilabiliales|f__Marinilabiliaceae|g__Labilibacter	1	2	4	0	3	0	5	1	1	0	2	1	1	9	4	2	0	9	5	4
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Marinilabiliales|f__Marinilabiliaceae|g__Labilibacter|s__Labilibacter_aurantiacus	0	0	4	0	0	0	1	1	1	0	0	0	1	1	4	1	0	0	2	3
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Marinilabiliales|f__Marinilabiliaceae|g__Labilibacter|s__Labilibacter_marinus	1	2	0	0	3	0	4	0	0	0	2	1	0	8	0	1	0	9	3	1
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Marinilabiliales|f__Marinilabiliaceae|g__Alkalitalea	3	3	4	2	0	4	9	0	0	1	1	2	6	0	8	17	3	7	8	3
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Marinilabiliales|f__Marinilabiliaceae|g__Alkalitalea|s__Alkalitalea_saponilacus	3	3	4	2	0	4	9	0	0	1	1	2	6	0	8	17	3	7	8	3
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Marinilabiliales|f__Marinilabiliaceae|g__Marinilabilia	3	2	5	7	35	1	3	1	1	12	1	9	5	0	1	1	0	7	62	5
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Marinilabiliales|f__Marinilabiliaceae|g__Marinilabilia|s__Marinilabilia_sp._WTE	0	1	1	3	35	1	1	0	0	11	1	0	0	0	1	0	0	2	61	1
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Marinilabiliales|f__Marinilabiliaceae|g__Marinilabilia|s__Marinilabilia_salmonicolor	3	1	4	4	0	0	2	1	1	1	0	9	5	0	0	1	0	5	1	4
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Marinilabiliales|f__Marinilabiliaceae|g__Saccharicrinis	4	3	2	2	7	1	2	1	2	11	3	1	4	7	6	14	0	18	16	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Marinilabiliales|f__Marinilabiliaceae|g__Saccharicrinis|s__Saccharicrinis_carchari	0	1	1	0	0	1	2	1	0	2	3	0	2	0	3	8	0	3	8	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Marinilabiliales|f__Marinilabiliaceae|g__Saccharicrinis|s__Saccharicrinis_fermentans	4	2	1	2	7	0	0	0	2	9	0	1	2	7	3	6	0	15	8	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Marinilabiliales|f__Marinilabiliaceae|g__Geofilum	15	1	1	1	10	0	17	0	2	5	0	2	11	6	10	1	0	10	17	8
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Marinilabiliales|f__Marinilabiliaceae|g__Geofilum|s__Geofilum_rhodophaeum	7	1	1	0	8	0	5	0	2	4	0	1	1	6	10	1	0	6	14	8
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Marinilabiliales|f__Marinilabiliaceae|g__Geofilum|s__Geofilum_rubicundum	8	0	0	1	2	0	12	0	0	1	0	1	10	0	0	0	0	4	3	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Marinilabiliales|f__Prolixibacteraceae	49	25	132	49	67	34	32	14	8	43	15	101	37	4	34	234	21	26	53	35
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Marinilabiliales|f__Prolixibacteraceae|s__Prolixibacteraceae_bacterium_XSD2	1	5	14	1	8	2	2	0	0	4	1	0	2	0	1	147	1	6	18	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Marinilabiliales|f__Prolixibacteraceae|g__Prolixibacter	1	3	81	42	5	15	2	0	2	8	0	85	5	1	13	12	10	2	4	16
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Marinilabiliales|f__Prolixibacteraceae|g__Prolixibacter|s__Prolixibacter_bellariivorans	0	1	74	41	0	15	0	0	1	7	0	85	3	1	2	10	10	0	1	16
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Marinilabiliales|f__Prolixibacteraceae|g__Prolixibacter|s__Prolixibacter_denitrificans	1	2	7	1	5	0	2	0	1	1	0	0	2	0	11	2	0	1	3	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Marinilabiliales|f__Prolixibacteraceae|g__Draconibacterium	3	0	8	2	18	0	3	3	2	2	6	4	2	1	4	3	8	2	2	4
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Marinilabiliales|f__Prolixibacteraceae|g__Draconibacterium|s__Draconibacterium_sediminis	1	0	8	0	12	0	1	0	0	1	3	4	1	0	0	3	0	0	2	4
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Marinilabiliales|f__Prolixibacteraceae|g__Draconibacterium|s__Draconibacterium_orientale	1	0	0	2	6	0	2	3	2	1	2	0	1	1	4	0	8	2	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Marinilabiliales|f__Prolixibacteraceae|g__Tangfeifania	3	0	13	0	1	3	4	0	0	0	1	6	3	1	0	0	0	1	9	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Marinilabiliales|f__Prolixibacteraceae|g__Tangfeifania|s__Tangfeifania_diversioriginum	3	0	13	0	1	3	4	0	0	0	1	6	3	1	0	0	0	1	9	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Marinilabiliales|f__Prolixibacteraceae|g__Sunxiuqinia	3	10	0	4	13	1	7	6	1	17	2	2	6	1	4	13	2	5	2	2
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Marinilabiliales|f__Prolixibacteraceae|g__Sunxiuqinia|s__Sunxiuqinia_elliptica	1	4	0	1	1	0	6	6	0	0	1	1	5	1	4	0	1	1	0	2
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Marinilabiliales|f__Prolixibacteraceae|g__Sunxiuqinia|s__Sunxiuqinia_dokdonensis	2	6	0	3	12	1	1	0	1	17	1	1	1	0	0	13	1	4	2	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Marinilabiliales|f__Prolixibacteraceae|g__Mangrovibacterium	15	6	12	0	12	9	10	1	2	7	3	3	4	0	1	30	0	9	1	6
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Marinilabiliales|f__Prolixibacteraceae|g__Mangrovibacterium|s__Mangrovibacterium_marinum	6	5	0	0	4	2	0	1	0	1	0	3	1	0	0	1	0	3	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Marinilabiliales|f__Prolixibacteraceae|g__Mangrovibacterium|s__Mangrovibacterium_diazotrophicum	8	1	12	0	8	7	10	0	2	6	3	0	3	0	1	29	0	6	0	6
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Marinilabiliales|f__Prolixibacteraceae|g__Mariniphaga	21	1	4	0	8	4	4	4	1	5	1	1	14	0	11	29	0	1	17	2
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Marinilabiliales|f__Prolixibacteraceae|g__Mariniphaga|s__Mariniphaga_anaerophila	1	1	2	0	4	3	2	3	1	0	1	1	0	0	5	29	0	1	16	1
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Marinilabiliales|f__Prolixibacteraceae|g__Mariniphaga|s__Mariniphaga_sediminis	20	0	2	0	4	1	2	1	0	5	0	0	14	0	6	0	0	0	1	1
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	639812	715516	302892	35895	1726334	138254	1563599	819645	190337	183026	63924	93570	965315	760127	1449807	1089901	208652	1001513	2057225	648072
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|s__Bacteroidales_bacterium_KHT7	0	0	0	0	1	0	0	2	0	0	1	0	0	0	0	0	1	1	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Williamwhitmaniaceae	0	0	2	0	3	1	16	2	2	3	1	1	1	0	6	0	1	8	17	1
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Williamwhitmaniaceae|g__Williamwhitmania	0	0	2	0	3	1	16	2	2	3	1	1	1	0	6	0	1	8	17	1
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Williamwhitmaniaceae|g__Williamwhitmania|s__Williamwhitmania_taraxaci	0	0	2	0	3	1	16	2	2	3	1	1	1	0	6	0	1	8	17	1
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Balneicellaceae	0	0	16	2	3	1	0	0	2	0	0	0	1	43	0	0	1	2	7	16
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Balneicellaceae|g__Balneicella	0	0	16	2	3	1	0	0	2	0	0	0	1	43	0	0	1	2	7	16
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Balneicellaceae|g__Balneicella|s__Balneicella_halophila	0	0	16	2	3	1	0	0	2	0	0	0	1	43	0	0	1	2	7	16
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|s__Bacteroidales_bacterium_6E	0	0	1	1	1	2	2	1	1	2	0	0	0	11	4	0	0	5	4	2
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|g__Phocaeicola	0	43	0	0	8	3	11	3	4	0	0	0	137	0	4	1	0	7	3	1
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|g__Phocaeicola|s__Phocaeicola_abscessus	0	43	0	0	8	3	11	3	4	0	0	0	137	0	4	1	0	7	3	1
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Lentimicrobiaceae	2	0	1	4	1	0	0	1	0	2	2	0	1	0	1	1	0	6	0	2
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Lentimicrobiaceae|g__Lentimicrobium	2	0	1	4	1	0	0	1	0	2	2	0	1	0	1	1	0	6	0	2
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Lentimicrobiaceae|g__Lentimicrobium|s__Lentimicrobium_saccharophilum	2	0	1	4	1	0	0	1	0	2	2	0	1	0	1	1	0	6	0	2
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae	8	10	5	2	42	16	19	7	14	10	19	2	20	67	63	39	2	40	68	13
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Coprobacter	0	2	0	0	3	2	0	0	3	0	1	0	0	1	0	0	0	3	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Coprobacter|s__Coprobacter_fastidiosus	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Coprobacter|s__Coprobacter_secundus	0	2	0	0	3	0	0	0	3	0	1	0	0	0	0	0	0	2	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Barnesiella	6	6	4	2	31	6	18	6	6	10	17	0	14	64	61	13	2	30	67	11
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Barnesiella|s__Barnesiella_sp._WM24	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	0	3	0	1
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Barnesiella|s__Barnesiella_sp._An55	0	0	0	0	2	2	5	3	1	0	0	0	3	2	13	1	0	3	15	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Barnesiella|s__Barnesiella_intestinihominis	0	2	0	0	0	0	0	0	1	0	4	0	0	54	0	2	1	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Barnesiella|s__Barnesiella_viscericola	2	2	1	0	1	0	3	1	0	2	0	0	3	1	15	4	0	6	13	3
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Barnesiella|s__Barnesiella_sp._An22	4	1	3	2	10	3	4	1	0	8	13	0	8	7	28	1	1	16	21	5
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae	10	87	29	20	76	89	78	38	55	48	77	130	67	224	38	216	6	173	86	38
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Culturomica	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Culturomica|s__Culturomica_massiliensis	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Odoribacter	2	28	11	15	1	56	14	25	36	32	48	117	10	198	1	5	3	129	10	11
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Odoribacter|s__Odoribacter_sp._OF09-27XD	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Odoribacter|s__Odoribacter_sp.	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Odoribacter|s__Odoribacter_laneus	1	1	5	14	0	4	1	0	1	0	2	1	0	2	0	0	1	0	0	2
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Odoribacter|s__Odoribacter_splanchnicus	1	27	6	0	0	52	13	25	35	32	46	116	10	195	1	5	2	129	10	9
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Butyricimonas	6	42	8	3	31	5	23	10	15	9	4	5	21	9	4	198	2	21	42	8
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Butyricimonas|s__Butyricimonas_sp._Marseille-P4593	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Butyricimonas|s__Butyricimonas_sp._Marseille-P3923	0	0	0	0	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Butyricimonas|s__Butyricimonas_faecihominis	0	0	0	0	2	0	1	0	0	0	2	0	5	2	0	0	0	0	3	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Butyricimonas|s__Butyricimonas_sp._An62	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	177	0	2	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Butyricimonas|s__Butyricimonas_synergistica	0	1	0	0	0	0	0	0	11	5	0	0	2	0	0	1	0	3	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Butyricimonas|s__Butyricimonas_virosa	0	11	2	2	5	1	5	0	1	0	0	0	5	0	2	7	0	4	24	1
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Paludibacteraceae	13	3	1	3	3	1	9	4	0	1	0	2	6	0	7	9	1	5	4	6
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Paludibacteraceae|g__Paludibacter	13	3	1	3	3	1	9	4	0	1	0	2	6	0	7	9	1	5	4	6
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Paludibacteraceae|g__Paludibacter|s__Paludibacter_propionicigenes	3	2	0	1	1	0	1	2	0	0	0	1	3	0	2	5	0	1	2	5
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Paludibacteraceae|g__Paludibacter|s__Paludibacter_jiangxiensis	10	1	1	2	2	1	8	2	0	1	0	1	3	0	5	4	1	4	2	1
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|g__Candidatus_Symbiothrix	2	0	2	0	3	0	1	0	0	0	0	0	0	1	1	2	0	0	8	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|g__Candidatus_Symbiothrix|s__Candidatus_Symbiothrix_dinenymphae	2	0	2	0	3	0	1	0	0	0	0	0	0	1	1	2	0	0	8	0
