#Classification	SRR061192.report.rs.kraken	SRR061294.report.rs.kraken	SRR061320.report.rs.kraken	SRR061365.report.rs.kraken	SRR061562.report.rs.kraken	SRR062083.report.rs.kraken	SRR062298.report.rs.kraken	SRR062299.report.rs.kraken	SRR063517.report.rs.kraken	SRR1804664.report.rs.kraken	SRR1804823.report.rs.kraken	SRR512767.report.rs.kraken	SRR513165.report.rs.kraken	SRR513768.report.rs.kraken	SRR513775.report.rs.kraken	SRR513828.report.rs.kraken	SRR514202.report.rs.kraken	SRR514239.report.rs.kraken	SRR514306.report.rs.kraken	SRR514329.report.rs.kraken
k__Bacteria|p__Bacteroidetes|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Gynurincola	13	28	16	5	13	17	6	1	7	9	4	17	2	0	16	5	1	12	5	29
k__Bacteria|p__Bacteroidetes|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Gynurincola|s__Gynurincola_endophyticus	13	28	16	5	13	17	6	1	7	9	4	17	2	0	16	5	1	12	5	29
k__Bacteria|p__Bacteroidetes|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Flaviaesturariibacter	16	15	7	30	19	9	15	6	6	38	18	67	12	34	30	7	5	18	57	6
k__Bacteria|p__Bacteroidetes|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Flaviaesturariibacter|s__Flaviaesturariibacter_sp._17J68-12	7	10	1	15	5	7	14	6	1	36	2	19	4	17	23	3	3	17	37	0
k__Bacteria|p__Bacteroidetes|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Flaviaesturariibacter|s__Flaviaesturariibacter_sp._17J68-15	9	5	6	15	13	2	1	0	5	2	16	48	8	17	6	4	2	1	20	5
k__Bacteria|p__Bacteroidetes|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Ferruginibacter	19	1	2	1	16	8	1	2	7	1	0	4	6	1	1	0	3	7	17	3
k__Bacteria|p__Bacteroidetes|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Ferruginibacter|s__Ferruginibacter_sp._BO-59	19	1	2	1	16	8	1	2	7	1	0	4	6	1	1	0	3	7	17	3
k__Bacteria|p__Bacteroidetes|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Taibaiella	23	4	15	26	8	17	9	6	7	27	0	24	10	85	25	103	5	11	97	35
k__Bacteria|p__Bacteroidetes|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Taibaiella|s__Taibaiella_sp._KBW10	0	2	0	0	1	8	0	1	0	1	0	8	1	1	3	0	3	1	0	0
k__Bacteria|p__Bacteroidetes|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Taibaiella|s__Taibaiella_soli	3	2	10	18	1	3	3	1	0	13	0	7	2	73	19	89	1	4	47	30
k__Bacteria|p__Bacteroidetes|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Taibaiella|s__Taibaiella_sp._F-4	5	0	1	6	3	1	4	3	2	10	0	0	2	0	1	5	0	4	0	3
k__Bacteria|p__Bacteroidetes|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Taibaiella|s__Taibaiella_koreensis	7	0	4	1	3	5	0	0	5	2	0	1	1	11	0	4	1	2	46	0
k__Bacteria|p__Bacteroidetes|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Taibaiella|s__Taibaiella_chishuiensis	8	0	0	1	0	0	2	1	0	1	0	8	4	0	2	5	0	0	4	0
k__Bacteria|p__Bacteroidetes|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Niabella	31	14	4	23	54	8	11	16	17	84	10	14	3	37	20	37	4	24	32	25
k__Bacteria|p__Bacteroidetes|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Niabella|s__Niabella_yanshanensis	0	7	0	0	0	2	6	1	1	2	1	1	0	2	2	1	0	2	9	6
k__Bacteria|p__Bacteroidetes|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Niabella|s__Niabella_aurantiaca	1	1	1	0	8	1	1	2	0	2	0	0	2	1	0	14	0	6	1	0
k__Bacteria|p__Bacteroidetes|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Niabella|s__Niabella_ginsenosidivorans	2	3	1	1	40	1	2	8	2	12	0	0	0	1	14	6	2	3	9	8
k__Bacteria|p__Bacteroidetes|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Niabella|s__Niabella_soli	9	2	1	2	0	0	2	4	0	2	4	0	0	3	1	11	0	8	1	2
k__Bacteria|p__Bacteroidetes|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Niabella|s__Niabella_drilacis	19	1	1	20	6	4	0	1	14	66	5	13	1	30	3	5	2	5	12	9
k__Bacteria|p__Bacteroidetes|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Niastella	103	35	89	13	27	41	28	20	12	30	28	6	12	106	30	40	1	67	61	32
k__Bacteria|p__Bacteroidetes|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Niastella|s__Niastella_sp._CF465	1	1	6	0	1	0	2	1	0	3	0	1	1	0	1	1	0	14	0	5
k__Bacteria|p__Bacteroidetes|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Niastella|s__Niastella_populi	3	4	1	6	3	3	4	1	0	3	2	1	1	2	1	1	0	12	3	2
k__Bacteria|p__Bacteroidetes|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Niastella|s__Niastella_koreensis	4	4	12	0	1	2	5	12	0	2	0	0	4	63	5	2	1	15	11	3
k__Bacteria|p__Bacteroidetes|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Niastella|s__Niastella_vici	8	12	64	6	5	31	11	1	1	20	3	1	3	11	17	25	0	24	34	22
k__Bacteria|p__Bacteroidetes|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Niastella|s__Niastella_yeongjuensis	82	14	6	0	17	5	6	5	11	2	23	0	3	29	6	10	0	2	13	0
k__Bacteria|p__Bacteroidetes|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Chitinophaga	187	86	282	129	305	303	241	44	74	186	97	430	229	426	321	386	60	219	398	213
k__Bacteria|p__Bacteroidetes|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Chitinophaga|s__Chitinophaga_eiseniae	0	0	0	2	12	0	4	1	2	1	1	9	2	0	10	0	0	5	21	0
k__Bacteria|p__Bacteroidetes|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Chitinophaga|s__Chitinophaga_costaii	0	0	1	1	14	1	2	0	4	1	4	1	1	0	3	1	0	0	3	0
k__Bacteria|p__Bacteroidetes|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Chitinophaga|s__Chitinophaga_sp._OK723	0	0	1	4	2	1	0	0	0	2	0	3	4	1	0	1	1	3	11	0
k__Bacteria|p__Bacteroidetes|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Chitinophaga|s__Chitinophaga_sp._K20C18050901	0	0	3	0	0	10	1	1	0	3	1	5	0	331	6	0	0	17	18	9
k__Bacteria|p__Bacteroidetes|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Chitinophaga|s__Chitinophaga_jiangningensis	0	1	0	1	0	1	0	1	0	2	0	0	1	0	1	0	0	0	2	1
k__Bacteria|p__Bacteroidetes|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Chitinophaga|s__[Flexibacter]_sp._ATCC_35208	0	1	0	2	3	1	18	0	2	0	1	0	2	1	3	14	0	4	1	2
k__Bacteria|p__Bacteroidetes|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Chitinophaga|s__Chitinophaga_barathri	0	3	0	0	0	1	1	0	1	12	29	0	4	0	1	0	1	2	0	2
k__Bacteria|p__Bacteroidetes|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Chitinophaga|s__Chitinophaga_terrae_Kim_and_Jung_2007	1	1	1	3	10	1	2	0	0	7	0	2	4	0	2	3	1	12	2	0
k__Bacteria|p__Bacteroidetes|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Chitinophaga|s__Chitinophaga_rupis	1	0	1	1	5	1	1	2	1	2	0	9	2	2	0	4	1	1	1	0
k__Bacteria|p__Bacteroidetes|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Chitinophaga|s__Chitinophaga_rhizosphaerae	1	2	1	0	6	6	2	0	0	1	2	12	2	0	10	8	1	1	0	6
k__Bacteria|p__Bacteroidetes|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Chitinophaga|s__Chitinophaga_ginsengisegetis	2	0	0	2	0	0	2	0	1	0	0	0	0	2	0	0	0	1	0	0
k__Bacteria|p__Bacteroidetes|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Chitinophaga|s__Chitinophaga_parva	2	8	2	24	2	4	13	0	1	2	1	1	2	0	14	2	1	5	0	4
k__Bacteria|p__Bacteroidetes|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Chitinophaga|s__Chitinophaga_skermanii	3	3	2	1	2	1	11	0	4	12	0	1	1	3	14	8	16	5	0	16
k__Bacteria|p__Bacteroidetes|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Chitinophaga|s__Chitinophaga_polysaccharea	3	1	1	2	8	2	6	0	2	2	2	0	12	2	10	2	3	9	0	1
k__Bacteria|p__Bacteroidetes|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Chitinophaga|s__Chitinophaga_dinghuensis	3	1	48	2	10	10	1	2	0	15	0	26	18	4	20	1	0	2	26	27
k__Bacteria|p__Bacteroidetes|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Chitinophaga|s__Chitinophaga_sancti	4	1	1	1	1	1	2	0	2	0	0	0	2	0	3	2	1	3	1	2
k__Bacteria|p__Bacteroidetes|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Chitinophaga|s__Chitinophaga_pinensis	5	4	43	4	25	50	16	3	6	30	9	26	31	14	54	35	3	18	72	5
k__Bacteria|p__Bacteroidetes|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Chitinophaga|s__Chitinophaga_japonensis	5	1	31	9	8	6	3	0	2	0	1	3	1	0	1	5	8	14	5	2
k__Bacteria|p__Bacteroidetes|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Chitinophaga|s__Chitinophaga_niabensis	5	2	3	0	8	0	2	1	1	3	1	0	8	4	12	10	0	1	0	0
k__Bacteria|p__Bacteroidetes|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Chitinophaga|s__Chitinophaga_flava	6	0	6	0	7	0	2	0	3	1	0	1	4	2	6	1	1	0	10	0
k__Bacteria|p__Bacteroidetes|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Chitinophaga|s__Chitinophaga_ginsengisoli	8	1	10	0	5	28	2	0	5	2	5	1	0	0	2	12	0	8	0	7
k__Bacteria|p__Bacteroidetes|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Chitinophaga|s__Chitinophaga_arvensicola	8	0	15	10	6	1	3	1	4	5	2	0	3	0	0	2	0	1	0	2
k__Bacteria|p__Bacteroidetes|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Chitinophaga|s__Chitinophaga_filiformis	12	1	4	5	2	30	7	4	2	7	1	9	4	0	8	0	0	10	3	4
k__Bacteria|p__Bacteroidetes|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Chitinophaga|s__Chitinophaga_cymbidii	16	3	2	3	8	44	1	1	0	2	0	1	2	3	2	30	3	0	4	3
k__Bacteria|p__Bacteroidetes|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Chitinophaga|s__Chitinophaga_caeni	16	1	19	2	11	1	8	3	2	3	2	0	35	9	22	4	1	13	18	0
k__Bacteria|p__Bacteroidetes|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Chitinophaga|s__Chitinophaga_niastensis	21	10	4	8	25	36	21	3	1	8	15	53	29	16	28	91	7	10	66	16
k__Bacteria|p__Bacteroidetes|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Chitinophaga|s__Chitinophaga_sp._S165	1	0	0	0	15	0	49	0	2	8	0	0	0	0	6	63	1	1	1	0
k__Bacteria|p__Bacteroidetes|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Chitinophaga|s__Chitinophaga_sp._ZY74	1	6	2	1	0	3	0	0	0	0	0	12	1	1	0	1	2	0	0	7
k__Bacteria|p__Bacteroidetes|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Chitinophaga|s__Chitinophaga_sp._CF418	2	6	8	3	6	13	5	0	1	0	3	222	14	1	0	11	1	1	18	14
k__Bacteria|p__Bacteroidetes|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Chitinophaga|s__Chitinophaga_sp._YR627	2	0	2	1	0	2	5	1	0	3	1	0	0	3	3	2	0	22	7	2
k__Bacteria|p__Bacteroidetes|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Chitinophaga|s__Chitinophaga_sp._MD30	3	4	4	8	23	9	0	2	3	14	1	1	4	2	15	4	0	8	15	1
k__Bacteria|p__Bacteroidetes|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Chitinophaga|s__Chitinophaga_sp._T22	4	4	12	3	12	2	10	0	6	2	1	2	6	2	2	9	0	5	1	3
k__Bacteria|p__Bacteroidetes|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Chitinophaga|s__Chitinophaga_sp._YR573	6	1	2	13	9	3	2	2	1	1	0	4	6	0	1	7	1	6	8	0
k__Bacteria|p__Bacteroidetes|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Chitinophaga|s__Chitinophaga_sp._XJ-2	6	0	5	3	11	5	2	3	5	2	0	0	4	3	6	5	1	4	9	11
k__Bacteria|p__Bacteroidetes|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Chitinophaga|s__Chitinophaga_sp._GDMCC_1.1288	8	2	11	1	18	4	2	1	1	10	1	6	5	4	7	7	2	2	6	24
k__Bacteria|p__Bacteroidetes|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Chitinophaga|s__Chitinophaga_sp._Mgbs1	8	8	6	1	5	1	14	6	0	1	1	0	2	0	6	0	0	7	5	5
k__Bacteria|p__Bacteroidetes|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Chitinophaga|s__Chitinophaga_sp._CF118	10	0	10	1	13	19	2	1	4	6	0	0	2	3	1	21	2	3	19	1
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia	1158	494	1316	896	1963	841	804	300	652	1303	606	962	957	805	1112	1642	284	838	2097	1264
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales	1158	494	1316	896	1963	841	804	300	652	1303	606	962	957	805	1112	1642	284	838	2097	1264
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|s__Sphingobacteriales_bacterium_UPWRP_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|s__Sphingobacteriales_bacterium_TSM_CSM	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae	1144	492	1316	880	1930	837	794	300	651	1246	605	954	952	787	1088	1639	264	826	2076	1250
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Pseudopedobacter	0	0	0	0	12	5	2	0	1	0	2	1	0	1	0	1	0	1	0	0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Pseudopedobacter|s__Pseudopedobacter_saltans	0	0	0	0	12	5	2	0	1	0	2	1	0	1	0	1	0	1	0	0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Pelobium	1	0	17	0	6	10	2	0	7	3	2	5	1	0	5	5	0	4	1	34
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Pelobium|s__Pelobium_manganitolerans	1	0	17	0	6	10	2	0	7	3	2	5	1	0	5	5	0	4	1	34
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Anseongella	2	1	5	2	1	8	0	1	0	1	0	4	3	0	1	2	1	0	1	3
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Anseongella|s__Anseongella_ginsenosidimutans	2	1	5	2	1	8	0	1	0	1	0	4	3	0	1	2	1	0	1	3
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Pseudosphingobacterium	4	3	8	0	5	6	7	1	0	0	3	1	2	0	3	2	0	3	4	4
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Pseudosphingobacterium|s__Pseudosphingobacterium_domesticum	4	3	8	0	5	6	7	1	0	0	3	1	2	0	3	2	0	3	4	4
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Nubsella	4	0	5	0	0	17	1	6	2	3	0	4	0	0	1	0	0	1	2	0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Nubsella|s__Nubsella_zeaxanthinifaciens	4	0	5	0	0	17	1	6	2	3	0	4	0	0	1	0	0	1	2	0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Arcticibacter	6	2	3	54	80	10	7	5	9	2	2	8	10	5	17	5	0	15	1	8
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Arcticibacter|s__Arcticibacter_svalbardensis	1	0	0	51	54	0	2	4	3	1	0	0	0	5	0	1	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Arcticibacter|s__Arcticibacter_pallidicorallinus	2	0	1	0	9	9	2	1	1	0	0	0	6	0	11	0	0	2	0	3
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Arcticibacter|s__Arcticibacter_eurypsychrophilus	3	2	2	3	17	1	3	0	5	0	2	7	4	0	6	3	0	13	1	5
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Olivibacter	17	3	8	0	31	15	0	7	0	32	12	10	12	2	22	2	12	7	34	17
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Olivibacter|s__Olivibacter_jilunii	0	0	0	0	1	0	0	0	0	0	0	1	0	0	12	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Olivibacter|s__Olivibacter_sitiensis	1	3	6	0	15	11	0	3	0	17	1	4	2	1	0	0	11	4	34	7
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Olivibacter|s__Olivibacter_sp._XZL3	16	0	2	0	15	4	0	4	0	15	11	5	10	1	10	2	1	2	0	10
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|s__Sphingobacteriaceae_bacterium	2	7	9	1	22	3	2	0	3	11	2	6	8	0	8	14	0	2	23	15
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|s__Sphingobacteriaceae_bacterium_DW12	5	2	15	0	17	5	3	1	0	0	13	1	5	1	1	3	3	0	4	6
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|s__Sphingobacteriaceae_bacterium_GW460-11-11-14-LB5	14	2	16	8	10	13	2	1	15	15	13	20	6	17	15	10	2	3	4	25
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Parapedobacter	24	11	42	10	19	23	25	8	3	25	8	15	19	4	31	12	5	18	21	14
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Parapedobacter|s__Parapedobacter_koreensis	3	2	10	6	2	8	2	4	2	6	7	1	0	2	7	3	1	2	3	1
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Parapedobacter|s__Parapedobacter_luteus	5	6	7	1	3	2	14	1	0	1	1	8	10	1	6	1	3	9	10	4
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Parapedobacter|s__Parapedobacter_composti	5	1	12	2	1	1	3	2	1	1	0	0	0	1	5	0	1	0	1	3
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Parapedobacter|s__Parapedobacter_indicus	11	2	13	1	13	12	6	1	0	17	0	6	9	0	13	8	0	7	7	6
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Solitalea	26	7	12	13	44	13	20	3	9	20	2	7	18	34	11	41	14	6	60	30
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Solitalea|s__Solitalea_longa	2	1	3	2	21	1	5	0	2	9	2	1	2	1	0	3	0	4	30	2
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Solitalea|s__Solitalea_koreensis	5	0	2	10	11	1	6	0	2	1	0	1	1	1	1	0	1	0	5	5
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Solitalea|s__Solitalea_canadensis	19	6	7	1	12	11	9	3	5	10	0	5	6	32	10	38	13	2	25	23
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Mucilaginibacter	206	207	326	217	396	192	215	50	166	433	141	221	272	206	284	734	51	229	562	234
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Mucilaginibacter|s__Mucilaginibacter_sp._NFR10	0	0	0	0	0	0	16	0	0	0	0	0	7	0	6	0	0	5	0	0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Mucilaginibacter|s__Mucilaginibacter_endophyticus	0	0	0	1	0	0	0	0	0	0	1	0	0	0	3	0	1	1	0	2
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Mucilaginibacter|s__Mucilaginibacter_gossypiicola	0	0	0	3	2	4	3	4	5	2	2	1	4	2	17	0	10	4	0	27
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Mucilaginibacter|s__Mucilaginibacter_gossypii	0	0	1	2	3	1	0	0	0	1	0	2	0	0	0	0	0	0	0	4
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Mucilaginibacter|s__Mucilaginibacter_phyllosphaerae	0	0	2	4	6	0	1	0	4	9	0	8	0	0	0	2	0	1	0	0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Mucilaginibacter|s__Mucilaginibacter_sp._MD40	0	0	2	0	2	4	1	0	1	0	1	0	0	0	1	1	1	1	0	6
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Mucilaginibacter|s__Mucilaginibacter_sp._ZR32	0	0	6	13	1	0	5	1	0	0	0	6	1	0	2	1	0	1	0	0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Mucilaginibacter|s__Mucilaginibacter_limnophilus	0	1	3	38	2	10	3	0	0	8	1	6	0	31	7	6	0	3	8	12
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Mucilaginibacter|s__Mucilaginibacter_psychrotolerans	0	2	0	1	7	0	4	5	1	3	0	14	3	5	4	8	1	0	26	3
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Mucilaginibacter|s__Mucilaginibacter_pedocola	0	2	43	3	10	12	1	2	2	21	3	26	4	0	5	8	5	8	1	5
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Mucilaginibacter|s__Mucilaginibacter_ginsenosidivorax	0	6	2	3	4	7	2	1	5	0	0	1	6	0	14	19	0	3	0	2
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Mucilaginibacter|s__Mucilaginibacter_kameinonensis	1	0	0	0	0	0	0	0	3	0	2	1	0	0	1	3	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Mucilaginibacter|s__Mucilaginibacter_mallensis	1	0	1	2	1	0	2	1	1	1	1	0	1	1	3	1	0	0	0	2
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Mucilaginibacter|s__Mucilaginibacter_polytrichastri	1	2	1	1	20	0	0	0	10	10	0	4	3	15	1	0	0	0	5	3
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Mucilaginibacter|s__Mucilaginibacter_lappiensis	1	0	2	3	1	2	0	0	1	0	0	9	0	0	0	3	0	0	5	1
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Mucilaginibacter|s__Mucilaginibacter_pineti	2	1	1	1	4	0	6	0	1	1	0	0	5	0	0	1	0	0	0	1
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Mucilaginibacter|s__Mucilaginibacter_gotjawali	3	2	14	0	13	11	9	0	5	9	2	6	6	13	6	8	0	10	57	5
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Mucilaginibacter|s__Mucilaginibacter_rubeus	3	0	4	2	0	2	4	4	1	2	0	2	8	1	15	0	1	1	0	0
